noun,verb,metric,mean
tanosisa (enjoyment),X wo susuru (Y sips X),novelty,3.8000000000000000
kuuki (air),X wo abiseru (Y showers X),novelty,2.5000000000000000
kotoba (word),X wo tarasu (Y drops X),metaphoricity,1.7000000000000000
ito (intention),X ga simiru (X soaks into Y),comprehensibility,1.6000000000000000
syutisin (shame),X ga sumu (X gets clear),comprehensibility,0.80000000000000000000
suimin (sleep),X ga simiru (X soaks into Y),metaphoricity,2.2000000000000000
kyouhu (fear),X ga huttou-suru (X boils),metaphoricity,3.0000000000000000
nioi (smell),X ga nagareru (X flows),comprehensibility,2.4000000000000000
koe (voice),X ni oboreru (Y almost drowns in X),comprehensibility,1.5000000000000000
doro (mud),X wo kumitoru (Y scoops up X),comprehensibility,3.6000000000000000
zetubou (despair),X ga nigoru (X gets cloudy),metaphoricity,1.9000000000000000
kanasimi (sorrow),X wo siboridasu (Y squeezes X),novelty,2.7000000000000000
zouo (hatred),X ni sizumu (Y sinks into X),metaphoricity,2.8000000000000000
kinsen (money),X ga simiru (X soaks into Y),metaphoricity,1.7000000000000000
kyouhu (fear),X ga moreru (X leaks),novelty,2.7000000000000000
kanjou (emotion),X ni tukaru (Y gets submerged in X),metaphoricity,1.6000000000000000
kinsen (money),X ga hotobasiru (X spurts),comprehensibility,0.70000000000000000000
kanjou (emotion),X ga sumu (X gets clear),novelty,2.9000000000000000
roudou (labor),X ni oboreru (Y almost drowns in X),comprehensibility,2.3000000000000000
mizu (water),X ga huttou-suru (X boils),comprehensibility,4.0000000000000000
ari (ant),X ga sitataru (X drips),metaphoricity,0.80000000000000000000
zouo (hatred),X ni hitasu (Y dips Z in X),novelty,3.4000000000000000
oto (sound),X ga koboreru (X spills out),comprehensibility,3.1000000000000000
zouo (hatred),X ga yodomu (X gets stagnant),metaphoricity,2.6000000000000000
jikan (time),X de susugu (Y rinses Z with X),metaphoricity,2.6000000000000000
ansin (relief),X wo makitirasu (Y sprinkles X),novelty,3.3000000000000000
rikai (understanding),X ga sitataru (X drips),novelty,3.7000000000000000
sitto (envy),X ni hitaru (Y soaks in X),comprehensibility,1.6000000000000000
yorokobi (delight),X wo nomu (Y drinks X),metaphoricity,2.6000000000000000
ikari (anger),X ga simiru (X soaks into Y),novelty,3.4000000000000000
kimoti (feeling),X wo nomu (Y drinks X),novelty,1.1000000000000000
kibou (hope),X ga sitataru (X drips),comprehensibility,1.8000000000000000
syutisin (shame),X ga huttou-suru (X boils),comprehensibility,1.4000000000000000
jikan (time),X ni uku (Y floats on X),metaphoricity,2.7000000000000000
kairaku (pleasure),X ga huttou-suru (X boils),comprehensibility,1.7000000000000000
kuuki (air),X wo kumitoru (Y scoops up X),comprehensibility,1.4000000000000000
kimoti (feeling),X ga nagareru (X flows),metaphoricity,2.0000000000000000
iwa (rock),X wo nomu (Y drinks X),comprehensibility,0.90000000000000000000
abura (oil),X ga hotobasiru (X spurts),comprehensibility,2.3000000000000000
koe (voice),X ga waku (X gushes out),metaphoricity,2.3000000000000000
kyouhu (fear),X ni tukaru (Y gets submerged in X),novelty,2.8000000000000000
kyouhu (fear),X ga sumu (X gets clear),metaphoricity,1.7000000000000000
zetubou (despair),X ga sitataru (X drips),metaphoricity,2.3000000000000000
doro (mud),X wo abiseru (Y showers X),novelty,1.5000000000000000
jounetu (passion),X wo sosogu (Y pours X),comprehensibility,4.0000000000000000
yorokobi (delight),X ga nagareru (X flows),novelty,3.1000000000000000
kotoba (word),X ga uzumaku (X whirls),comprehensibility,2.4000000000000000
rikai (understanding),X ga nigoru (X gets cloudy),novelty,3.4000000000000000
mizu (water),X ga sumu (X gets clear),comprehensibility,3.5000000000000000
suna (sand),X ni hitasu (Y dips Z in X),comprehensibility,1.9000000000000000
huan (anxiety),X wo kumitoru (Y scoops up X),metaphoricity,1.4000000000000000
kanasimi (sorrow),X wo sosogu (Y pours X),metaphoricity,2.5000000000000000
ari (ant),X ga nigoru (X gets cloudy),metaphoricity,2.3000000000000000
kanjou (emotion),X ga moreru (X leaks),metaphoricity,2.1000000000000000
oto (sound),X wo susuru (Y sips X),metaphoricity,2.4000000000000000
abura (oil),X ga simiru (X soaks into Y),metaphoricity,1.1000000000000000
neko (cat),X ni oboreru (Y almost drowns in X),novelty,1.9000000000000000
kanjou (emotion),X ga huttou-suru (X boils),novelty,2.5000000000000000
roudou (labor),X ga waku (X gushes out),metaphoricity,2.2000000000000000
ari (ant),X ga ahureru (X overflows),novelty,3.2000000000000000
koe (voice),X ni sizumu (Y sinks into X),metaphoricity,3.1000000000000000
kuuki (air),X ga nagareru (X flows),metaphoricity,0.40000000000000000000
kyouhu (fear),X wo makitirasu (Y sprinkles X),metaphoricity,2.3000000000000000
rikai (understanding),X ga ahureru (X overflows),metaphoricity,2.0000000000000000
roudou (labor),X ga yodomu (X gets stagnant),metaphoricity,2.2000000000000000
kotoba (word),X ga tamaru (X gets collected),comprehensibility,1.3000000000000000
zouo (hatred),X ni oboreru (Y almost drowns in X),comprehensibility,2.5000000000000000
jounetu (passion),X wo tarasu (Y drops X),metaphoricity,2.6000000000000000
roudou (labor),X ni hitasu (Y dips Z in X),novelty,3.0000000000000000
iwa (rock),X wo kumitoru (Y scoops up X),novelty,3.7000000000000000
koe (voice),X ga yodomu (X gets stagnant),metaphoricity,2.4000000000000000
ansin (relief),X ga moreru (X leaks),metaphoricity,2.3000000000000000
yuuki (bravery),X ga hotobasiru (X spurts),novelty,1.6000000000000000
kanasimi (sorrow),X wo tarasu (Y drops X),comprehensibility,0.90000000000000000000
koe (voice),X ni hitasu (Y dips Z in X),novelty,3.5000000000000000
roudou (labor),X ni sizumu (Y sinks into X),metaphoricity,2.6000000000000000
jikan (time),X ga mitiru (X fills Y),comprehensibility,2.7000000000000000
ansin (relief),X ga huttou-suru (X boils),novelty,3.6000000000000000
keeki (cake),X ni tukaru (Y gets submerged in X),comprehensibility,1.1000000000000000
abura (oil),X wo maku (Y scatters X),metaphoricity,1.3000000000000000
mizu (water),X wo makitirasu (Y sprinkles X),comprehensibility,3.5000000000000000
hikari (light),X ni tukaru (Y gets submerged in X),comprehensibility,1.4000000000000000
roudou (labor),X wo kakeru (Y sprays X),metaphoricity,1.6000000000000000
kanasimi (sorrow),X ga nagarederu (X flows out),novelty,2.7000000000000000
ai (love),X ga mitiru (X fills Y),novelty,1.6000000000000000
human (complaint),X ni hitasu (Y dips Z in X),comprehensibility,1.2000000000000000
huan (anxiety),X ga nagareru (X flows),comprehensibility,1.9000000000000000
ikari (anger),X wo maku (Y scatters X),novelty,2.8000000000000000
kuuki (air),X wo nomu (Y drinks X),novelty,2.8000000000000000
tanosisa (enjoyment),X ni hitaru (Y soaks in X),comprehensibility,3.4000000000000000
kimoti (feeling),X wo kumitoru (Y scoops up X),comprehensibility,3.7000000000000000
kibou (hope),X ga nizimu (X oozes),novelty,2.4000000000000000
koe (voice),X wo kakeru (Y sprays X),metaphoricity,0.00000000000000000000
kimoti (feeling),X ga nagarederu (X flows out),metaphoricity,1.7000000000000000
jounetu (passion),X wo kumitoru (Y scoops up X),novelty,2.0000000000000000
kanjou (emotion),X ni hitaru (Y soaks in X),comprehensibility,3.4000000000000000
jikan (time),X ga hotobasiru (X spurts),metaphoricity,2.4000000000000000
kibou (hope),X ni oboreru (Y almost drowns in X),comprehensibility,1.1000000000000000
kinsen (money),X de susugu (Y rinses Z with X),comprehensibility,0.50000000000000000000
oto (sound),X wo makitirasu (Y sprinkles X),metaphoricity,2.4000000000000000
yorokobi (delight),X ga nagarederu (X flows out),novelty,2.7000000000000000
doro (mud),X wo siboridasu (Y squeezes X),metaphoricity,1.3000000000000000
iwa (rock),X wo tarasu (Y drops X),metaphoricity,2.3000000000000000
human (complaint),X ga nigoru (X gets cloudy),novelty,3.6000000000000000
jikan (time),X ga simiru (X soaks into Y),comprehensibility,0.90000000000000000000
kairaku (pleasure),X ni hitaru (Y soaks in X),novelty,1.4000000000000000
ai (love),X ga simiru (X soaks into Y),novelty,2.2000000000000000
koe (voice),X ga nigoru (X gets cloudy),comprehensibility,3.0000000000000000
zetubou (despair),X ni oboreru (Y almost drowns in X),metaphoricity,2.1000000000000000
syutisin (shame),X ni hitaru (Y soaks in X),novelty,3.2000000000000000
sitto (envy),X ga moreru (X leaks),metaphoricity,1.9000000000000000
roudou (labor),X ga nigoru (X gets cloudy),comprehensibility,0.40000000000000000000
abura (oil),X ni uku (Y floats on X),comprehensibility,3.6000000000000000
doro (mud),X ga tamaru (X gets collected),novelty,0.50000000000000000000
kuuki (air),X wo sosogu (Y pours X),novelty,3.0000000000000000
ari (ant),X ga waku (X gushes out),comprehensibility,3.1000000000000000
suimin (sleep),X de susugu (Y rinses Z with X),comprehensibility,0.10000000000000000000
suna (sand),X ga ahureru (X overflows),metaphoricity,0.80000000000000000000
ito (intention),X de susugu (Y rinses Z with X),metaphoricity,1.7000000000000000
neko (cat),X ga sitataru (X drips),novelty,3.6000000000000000
yorokobi (delight),X wo tarasu (Y drops X),comprehensibility,1.3000000000000000
sitto (envy),X ga huttou-suru (X boils),novelty,3.3000000000000000
zouo (hatred),X ga nizimu (X oozes),novelty,1.6000000000000000
ai (love),X wo maku (Y scatters X),novelty,2.8000000000000000
syutisin (shame),X ga koboreru (X spills out),metaphoricity,3.0000000000000000
yuuki (bravery),X ni uku (Y floats on X),novelty,3.5000000000000000
tanosisa (enjoyment),X ga moreru (X leaks),metaphoricity,2.0000000000000000
kanasimi (sorrow),X ga nagareru (X flows),novelty,3.1000000000000000
huan (anxiety),X ga nagarederu (X flows out),comprehensibility,2.5000000000000000
zouo (hatred),X ga sitataru (X drips),comprehensibility,2.5000000000000000
kairaku (pleasure),X ga koboreru (X spills out),metaphoricity,2.6000000000000000
ikari (anger),X ga mitiru (X fills Y),novelty,1.5000000000000000
doro (mud),X ga uzumaku (X whirls),novelty,2.6000000000000000
neko (cat),X ga nizimu (X oozes),comprehensibility,0.20000000000000000000
tanosisa (enjoyment),X ga huttou-suru (X boils),novelty,3.1000000000000000
ari (ant),X ga yodomu (X gets stagnant),comprehensibility,0.30000000000000000000
nioi (smell),X wo siboridasu (Y squeezes X),comprehensibility,1.5000000000000000
suna (sand),X ga nigoru (X gets cloudy),novelty,3.3000000000000000
rikai (understanding),X ni hitasu (Y dips Z in X),comprehensibility,0.40000000000000000000
jouhou (information),X de susugu (Y rinses Z with X),comprehensibility,0.80000000000000000000
kotoba (word),X wo abiseru (Y showers X),comprehensibility,3.9000000000000000
kimoti (feeling),X wo sosogu (Y pours X),novelty,2.2000000000000000
ari (ant),X ni sizumu (Y sinks into X),comprehensibility,1.00000000000000000000
yorokobi (delight),X wo sosogu (Y pours X),metaphoricity,2.7000000000000000
ari (ant),X wo kakeru (Y sprays X),comprehensibility,0.60000000000000000000
mizu (water),X wo susuru (Y sips X),comprehensibility,4.0000000000000000
ansin (relief),X ni hitaru (Y soaks in X),comprehensibility,3.5000000000000000
oto (sound),X ga sumu (X gets clear),metaphoricity,3.4000000000000000
kuuki (air),X ga nagarederu (X flows out),metaphoricity,1.1000000000000000
oto (sound),X ni tukaru (Y gets submerged in X),novelty,2.8000000000000000
kanasimi (sorrow),X wo nomu (Y drinks X),metaphoricity,2.2000000000000000
human (complaint),X ga ahureru (X overflows),metaphoricity,1.00000000000000000000
jounetu (passion),X wo nomu (Y drinks X),comprehensibility,1.00000000000000000000
kyouhu (fear),X wo susuru (Y sips X),metaphoricity,2.5000000000000000
abura (oil),X ga mitiru (X fills Y),metaphoricity,1.3000000000000000
iwa (rock),X wo sosogu (Y pours X),comprehensibility,0.40000000000000000000
huan (anxiety),X wo tarasu (Y drops X),novelty,3.5000000000000000
jikan (time),X wo maku (Y scatters X),comprehensibility,0.30000000000000000000
ari (ant),X wo susuru (Y sips X),comprehensibility,0.70000000000000000000
mizu (water),X wo kakeru (Y sprays X),comprehensibility,4.0000000000000000
oto (sound),X ga nigoru (X gets cloudy),comprehensibility,3.7000000000000000
suimin (sleep),X wo nomu (Y drinks X),novelty,3.6000000000000000
nioi (smell),X ga hotobasiru (X spurts),metaphoricity,1.7000000000000000
nioi (smell),X ga simiru (X soaks into Y),comprehensibility,2.7000000000000000
kyouhu (fear),X wo kakeru (Y sprays X),metaphoricity,2.9000000000000000
zetubou (despair),X ga koboreru (X spills out),metaphoricity,3.5000000000000000
jouhou (information),X wo kumitoru (Y scoops up X),comprehensibility,3.2000000000000000
kinsen (money),X ga nagareru (X flows),metaphoricity,2.7000000000000000
ai (love),X ga uzumaku (X whirls),metaphoricity,2.7000000000000000
koe (voice),X wo makitirasu (Y sprinkles X),metaphoricity,2.0000000000000000
zouo (hatred),X ga moreru (X leaks),novelty,3.0000000000000000
kyouhu (fear),X ni sizumu (Y sinks into X),metaphoricity,3.1000000000000000
suna (sand),X ni tukaru (Y gets submerged in X),comprehensibility,2.6000000000000000
doro (mud),X wo maku (Y scatters X),metaphoricity,2.0000000000000000
ito (intention),X ga nagareru (X flows),comprehensibility,0.70000000000000000000
sitto (envy),X ga nizimu (X oozes),metaphoricity,1.8000000000000000
zouo (hatred),X ga huttou-suru (X boils),metaphoricity,2.7000000000000000
suimin (sleep),X ga nagareru (X flows),metaphoricity,2.0000000000000000
yuuki (bravery),X wo abiseru (Y showers X),comprehensibility,1.3000000000000000
mizu (water),X ga yodomu (X gets stagnant),comprehensibility,3.3000000000000000
kyouhu (fear),X ni hitasu (Y dips Z in X),novelty,3.3000000000000000
kinsen (money),X wo nomu (Y drinks X),novelty,3.3000000000000000
kyouhu (fear),X ga yodomu (X gets stagnant),metaphoricity,2.0000000000000000
roudou (labor),X wo makitirasu (Y sprinkles X),metaphoricity,2.0000000000000000
kibou (hope),X ga koboreru (X spills out),comprehensibility,1.7000000000000000
mizu (water),X ni sizumu (Y sinks into X),comprehensibility,3.8000000000000000
kotoba (word),X ni uku (Y floats on X),novelty,3.3000000000000000
kyouhu (fear),X ga waku (X gushes out),metaphoricity,1.7000000000000000
jikan (time),X wo siboridasu (Y squeezes X),comprehensibility,2.9000000000000000
jouhou (information),X ga nagareru (X flows),metaphoricity,2.0000000000000000
keeki (cake),X ni hitasu (Y dips Z in X),comprehensibility,1.3000000000000000
kinsen (money),X wo kumitoru (Y scoops up X),comprehensibility,1.4000000000000000
jounetu (passion),X de susugu (Y rinses Z with X),novelty,3.3000000000000000
doro (mud),X ga simiru (X soaks into Y),metaphoricity,0.70000000000000000000
koe (voice),X ni tukaru (Y gets submerged in X),novelty,3.1000000000000000
koe (voice),X ga sumu (X gets clear),metaphoricity,2.1000000000000000
neko (cat),X ga moreru (X leaks),comprehensibility,0.40000000000000000000
doro (mud),X ga hotobasiru (X spurts),comprehensibility,1.3000000000000000
roudou (labor),X ga sumu (X gets clear),metaphoricity,2.5000000000000000
roudou (labor),X ni tukaru (Y gets submerged in X),novelty,3.3000000000000000
mizu (water),X ga waku (X gushes out),comprehensibility,4.0000000000000000
ai (love),X ga tamaru (X gets collected),metaphoricity,2.5000000000000000
tanosisa (enjoyment),X ga nizimu (X oozes),metaphoricity,1.5000000000000000
abura (oil),X wo abiseru (Y showers X),novelty,2.4000000000000000
ikari (anger),X wo abiseru (Y showers X),metaphoricity,2.2000000000000000
jouhou (information),X wo nomu (Y drinks X),novelty,2.8000000000000000
ito (intention),X wo kumitoru (Y scoops up X),metaphoricity,1.00000000000000000000
suimin (sleep),X wo kumitoru (Y scoops up X),comprehensibility,0.80000000000000000000
nioi (smell),X wo maku (Y scatters X),comprehensibility,2.8000000000000000
syutisin (shame),X ni oboreru (Y almost drowns in X),metaphoricity,1.6000000000000000
zetubou (despair),X ni hitaru (Y soaks in X),novelty,1.8000000000000000
hikari (light),X ni hitasu (Y dips Z in X),comprehensibility,1.2000000000000000
ai (love),X wo siboridasu (Y squeezes X),novelty,3.2000000000000000
human (complaint),X ni tukaru (Y gets submerged in X),comprehensibility,1.3000000000000000
kairaku (pleasure),X ni oboreru (Y almost drowns in X),metaphoricity,2.8000000000000000
hikari (light),X ga nigoru (X gets cloudy),novelty,2.5000000000000000
roudou (labor),X wo susuru (Y sips X),metaphoricity,1.7000000000000000
ito (intention),X ga nagarederu (X flows out),comprehensibility,2.6000000000000000
ikari (anger),X ga uzumaku (X whirls),metaphoricity,2.5000000000000000
doro (mud),X ga mitiru (X fills Y),metaphoricity,1.7000000000000000
neko (cat),X ga koboreru (X spills out),novelty,3.1000000000000000
suimin (sleep),X ga nagarederu (X flows out),metaphoricity,1.7000000000000000
oto (sound),X ga waku (X gushes out),metaphoricity,1.7000000000000000
nioi (smell),X ni uku (Y floats on X),metaphoricity,0.90000000000000000000
koe (voice),X wo susuru (Y sips X),metaphoricity,2.1000000000000000
iwa (rock),X de susugu (Y rinses Z with X),novelty,3.8000000000000000
mizu (water),X ga ahureru (X overflows),novelty,0.90000000000000000000
kotoba (word),X ga hotobasiru (X spurts),novelty,2.2000000000000000
kanjou (emotion),X ga nizimu (X oozes),metaphoricity,2.2000000000000000
